words,class,id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
people,"0,1,2",0,0.263671875,-0.019165039,0.028930664,0.234375,-0.007873535,0.016357422,-0.112792969,0.06640625,0.001556396,-0.040283203,-0.024658203,-0.115234375,-0.056152344,-0.051269531,-0.116210938,0.050537109,-0.092773438,0.161132813,-0.104980469,0.079589844,-0.125,-0.047119141,0.142578125,-0.17578125,0.004608154,-0.151367188,-0.116210938,0.074707031,0.059326172,-0.212890625,-0.085449219,0.215820313,-0.28515625,0.083496094,-0.021240234,0.1171875,-0.098144531,-0.021850586,-0.170898438,0.219726563,0.019165039,-0.069824219,0.114746094,-0.083007813,0.083984375,-0.010986328,-0.134765625,-0.099609375,-0.036376953,-0.098632813,0.125,-0.013916016,0.219726563,0.0390625,0.056884766,-0.1484375,-0.220703125,0.006408691,-0.102050781,-0.045898438,0.08984375,0.133789063,-0.146484375,-0.03515625,0.12890625,0.013916016,-0.086425781,0.291015625,0.069824219,-0.015869141,-0.099121094,-0.037841797,0.115234375,0.008544922,-0.125976563,-0.116210938,-0.08203125,0.08203125,-0.069335938,0.220703125,0.030395508,-0.12890625,0.077148438,0.041992188,-0.184570313,-0.028442383,-0.102539063,0.058105469,0.027709961,-0.119628906,0.104492188,-0.051269531,-0.015075684,-0.224609375,0.016967773,-0.026855469,0.08203125,-0.130859375,0.26171875,-0.100097656,-0.116699219,-0.092773438,0.108398438,0.165039063,-0.011535645,-0.045898438,-0.06640625,-0.159179688,0.2578125,-0.227539063,-0.165039063,0.05078125,0.003967285,-0.030761719,0.03125,-0.026611328,0.099609375,-0.147460938,0.053955078,0.01574707,-0.073242188,0.21875,-0.25390625,-0.092773438,-0.101074219,0.033203125,0.081054688,0.047607422,-0.075683594,0.094726563,-0.166992188,-0.16796875,-0.037597656,-0.055419922,0.091796875,-0.007385254,0.031738281,-0.088378906,-0.01184082,-0.049072266,-0.013366699,-0.09765625,0.271484375,0.075195313,0.048339844,0.093261719,0.004272461,-0.188476563,-0.186523438,-0.031738281,0.215820313,-0.091796875,-0.291015625,-0.100097656,0.036376953,0.002349854,-0.073242188,-0.237304688,-0.149414063,-0.032714844,-0.141601563,0.203125,-0.193359375,0.12109375,0.079589844,-0.072265625,0.008911133,0.201171875,0.353515625,-0.10546875,-0.080566406,0.151367188,-0.020629883,0.021606445,-0.000549316,0.034423828,0.041748047,0.104492188,-0.039794922,-0.044433594,-0.007263184,-0.019287109,-0.088378906,-0.241210938,0.005554199,0.125976563,0.177734375,0.147460938,0.031005859,0.112792969,-0.108886719,0.104492188,0.012390137,0.084960938,-0.05859375,-0.059326172,0.075683594,0.112304688,-0.271484375,-0.069335938,0.041748047,0.059570313,0.009399414,-0.036376953,-0.073242188,-0.206054688,-0.061035156,-0.14453125,-0.08203125,0.016357422,0.046630859,-0.162109375,-0.024536133,0.043212891,-0.1796875,-0.08984375,-0.032226563,0.173828125,-0.122558594,0.146484375,0.044921875,-0.06640625,0.056640625,-0.04296875,0.25,-0.166015625,0.139648438,0.029785156,-0.09375,-0.06640625,-0.004608154,0.070800781,-0.125,0.129882813,-0.092773438,-0.185546875,0.065429688,0.125976563,0.211914063,-0.130859375,0.24609375,-0.104980469,-0.159179688,-0.086425781,0.158203125,0.209960938,0.013061523,0.216796875,-0.035400391,-0.078125,-0.030029297,0.111328125,-0.131835938,-0.016113281,0.002380371,-0.25390625,0.088378906,0.059814453,-0.00151062,-0.023681641,-0.184570313,-0.333984375,0.046386719,-0.001785278,-0.177734375,0.155273438,0.094726563,0.051513672,-0.171875,0.0625,-0.096191406,0.092773438,0.127929688,0.011230469,-0.090332031,0.003433228,0.077636719,-0.098144531,-0.010070801,-0.093261719,-0.094726563,-0.091308594,-0.086914063,0.068359375,-0.084960938,0.114746094,-0.107421875,-0.205078125,0.14453125,0.122558594,0.020385742,0.131835938,-0.255859375,-0.098144531,0.068847656,0.087890625,0.021118164,-0.066894531,0.20703125,-0.138671875
adaptation,"0,4,5",1,0.26171875,-0.080566406,-0.208007813,0.176757813,-0.092285156,0.239257813,0.032226563,0.029418945,0.032958984,0.130859375,-0.024780273,-0.126953125,0.043945313,-0.138671875,-0.211914063,0.092773438,-0.090820313,0.157226563,-0.103027344,0.029541016,-0.169921875,0.043701172,0.244140625,-0.068847656,0.1875,-0.140625,-0.056152344,0.007537842,-0.283203125,0.129882813,-0.3203125,-0.25,0.053955078,0.117675781,0.140625,-0.017700195,0.166015625,0.030517578,0.115722656,0.075195313,0.200195313,0.016357422,0.041748047,0.357421875,-0.134765625,-0.013183594,-0.26171875,-0.1796875,0.267578125,-0.118652344,-0.104980469,-0.015319824,-0.176757813,-0.265625,-0.040283203,-0.28515625,-0.205078125,-0.244140625,-0.166015625,-0.009765625,-0.213867188,-0.029296875,-0.138671875,0.040771484,0.100097656,0.116699219,-0.107910156,0.30859375,0.166015625,-0.024658203,0.043701172,-0.139648438,-0.07421875,0.141601563,-0.091796875,-0.1015625,0.071777344,0.212890625,-0.016113281,0.110351563,0.376953125,0.376953125,-0.146484375,-0.057861328,0.221679688,0.114257813,-0.044677734,0.019897461,0.211914063,-0.030395508,-0.024658203,0.044189453,0.100585938,0.217773438,0.096679688,-0.135742188,-0.141601563,-0.42578125,-0.12890625,-0.166015625,-0.025024414,0.108398438,-0.025878906,-0.064941406,0.27734375,-0.27734375,-0.157226563,-0.245117188,-0.067871094,0.071289063,-0.145507813,0.263671875,0.014282227,0.107421875,-0.088867188,0.040283203,-0.069824219,0.019775391,-0.000743866,0.18359375,-0.062011719,-0.166992188,0.25390625,0.115234375,-0.150390625,-0.078613281,-0.125976563,0.400390625,-0.421875,0.121582031,0.067871094,-0.176757813,-0.09765625,0.0859375,-0.016845703,0.27734375,0.241210938,-0.28125,-0.114746094,-0.127929688,0.388671875,0.24609375,-0.196289063,0.124511719,0.188476563,-0.108886719,0.057617188,0.221679688,0.037353516,0.004333496,-0.053466797,-0.328125,0.2890625,0.193359375,0.05078125,-0.58984375,-0.104003906,0.094726563,0.143554688,-0.322265625,0.248046875,0.048583984,0.107421875,0.154296875,-0.0703125,-0.029541016,0.36328125,-0.1328125,-0.13671875,-0.051269531,0.122558594,0.116210938,-0.005950928,-0.259765625,-0.171875,0.137695313,0.034667969,-0.105957031,-0.127929688,0.176757813,0.001663208,0.035400391,0.302734375,-0.22265625,0.046386719,-0.155273438,-0.40625,-0.049804688,-0.008850098,0.287109375,-0.166992188,-0.248046875,-0.086914063,0.171875,0.075195313,-0.02722168,0.057617188,0.030883789,0.042724609,-0.267578125,0.314453125,-0.150390625,0.044189453,0.263671875,0.129882813,-0.145507813,-0.015075684,0.154296875,-0.080566406,0.06640625,0.1796875,0.3515625,0.170898438,-0.0390625,-0.21875,0.016113281,0.33203125,-0.439453125,0.060791016,-0.174804688,0.088378906,0.083984375,0.073730469,0.26953125,0.01348877,0.178710938,0.020507813,-0.052490234,-0.159179688,-0.054199219,0.271484375,0.008850098,-0.178710938,-0.083496094,-0.000291824,-0.143554688,-0.019287109,0.080566406,0.2578125,-0.251953125,-0.153320313,-0.333984375,0.045898438,-0.28125,0.117675781,-0.3203125,0.034423828,-0.14453125,-0.202148438,-0.006866455,-0.137695313,0.055419922,-0.21875,0.365234375,0.133789063,-0.267578125,-0.126953125,-0.1796875,-0.369140625,-0.028930664,-0.435546875,0.028564453,0.04296875,-0.033935547,0.014282227,0.10546875,-0.24609375,-0.169921875,-0.194335938,0.006835938,0.0625,0.104980469,-0.155273438,-0.138671875,0.17578125,0.259765625,-0.092285156,0.000514984,-0.130859375,0.275390625,0.087402344,-0.267578125,-0.263671875,-0.006591797,0.3203125,0.28515625,0.235351563,-0.033935547,0.004455566,0.124511719,-0.5390625,0.10546875,0.04296875,0.069824219,0.32421875,0.084960938,-0.143554688,0.102539063,-0.00604248,0.2890625
tribe,0,2,-0.08203125,-0.159179688,0.051269531,0.058105469,-0.133789063,0.043212891,-0.078613281,0.016967773,-0.040039063,-0.087890625,0.3359375,-0.111328125,-0.163085938,0.102539063,-0.3671875,-0.011779785,0.041259766,0.020263672,0.21875,0.016723633,-0.337890625,-0.192382813,0.065917969,-0.055664063,0.019165039,-0.09765625,-0.3046875,0.062988281,0.365234375,-0.27734375,0.29296875,0.31640625,-0.192382813,0.380859375,-0.104492188,-0.122558594,0.19921875,-0.201171875,-0.047119141,-0.054931641,0.139648438,0.071777344,0.306640625,0.200195313,0.010070801,-0.243164063,-0.16796875,-0.008117676,-0.108398438,-0.063964844,0.145507813,-0.30859375,0.111328125,-0.41015625,-0.004577637,-0.076660156,-0.40234375,-0.063964844,0.017944336,-0.098144531,0.044921875,0.185546875,-0.043457031,0.186523438,-0.052490234,0.007110596,0.054443359,-0.019165039,-0.251953125,-0.067871094,-0.081054688,-0.022827148,-0.17578125,-0.19140625,0.090820313,-0.058837891,-0.217773438,0.053955078,0.125,0.203125,0.114257813,-0.234375,-0.159179688,0.134765625,0.01953125,-0.172851563,-0.069335938,0.17578125,0.20703125,-0.010009766,0.172851563,-0.111328125,-0.298828125,0.056396484,0.089355469,0.070800781,0.151367188,-0.108398438,0.349609375,-0.318359375,0.15625,-0.028686523,0.138671875,-0.038330078,0.00793457,-0.25390625,-0.145507813,-0.209960938,0.390625,0.15234375,-0.265625,0.086914063,0.3828125,-0.049072266,-0.048339844,-0.120605469,0.263671875,0.048339844,-0.159179688,-0.112792969,-0.084472656,0.194335938,-0.19140625,-0.00793457,-0.028686523,0.263671875,0.16796875,0.075195313,-0.12890625,-0.155273438,0.117675781,-0.002792358,-0.046386719,0.038085938,0.010070801,0.029418945,-0.41015625,-0.065917969,0.135742188,-0.051757813,-0.112792969,-0.2578125,-0.087402344,-0.004638672,0.232421875,-0.099609375,-0.231445313,-0.030883789,0.12890625,0.116210938,0.3671875,0.267578125,-0.069335938,0.017944336,-0.00302124,-0.047851563,0.4375,0.244140625,0.30078125,-0.090820313,0.005462646,-0.28515625,0.169921875,0.033935547,-0.318359375,-0.182617188,0.462890625,-0.287109375,0.007568359,0.52734375,-0.009887695,0.0050354,-0.126953125,-0.205078125,0.229492188,-0.2578125,0.06640625,0.12890625,0.16015625,0.1640625,-0.208984375,-0.235351563,0.37890625,-0.380859375,-0.125,-0.180664063,0.031982422,0.063964844,0.081542969,0.060058594,-0.143554688,0.049316406,0.182617188,-0.130859375,0.146484375,-0.243164063,0.024902344,0.044677734,-0.341796875,-0.104003906,0.038818359,-0.33203125,0.337890625,-0.031005859,-0.044433594,-0.00592041,0.184570313,0.070800781,-0.322265625,-0.053222656,0.146484375,0.209960938,-0.326171875,-0.392578125,0.026367188,0.168945313,-0.302734375,0.209960938,-0.034179688,-0.240234375,-0.37109375,0.2734375,0.079101563,0.047363281,-0.025268555,-0.249023438,0.33984375,0.141601563,0.07421875,0.28515625,0.071289063,-0.1875,-0.49609375,0.087890625,-0.134765625,0.134765625,0.206054688,-0.115722656,0.107421875,0.090820313,0.047119141,-0.225585938,0.241210938,-0.36328125,0.59375,-0.206054688,0.341796875,0.015563965,0.087890625,0.2890625,-0.112792969,0.079589844,0.119140625,-0.028686523,0.221679688,-0.369140625,0.133789063,-0.058837891,0.084960938,-0.070800781,-0.1484375,-0.041259766,-0.124023438,0.111328125,-0.283203125,0.37890625,-0.077636719,-0.3984375,0.220703125,0.108886719,-0.107421875,-0.38671875,-0.296875,0.061767578,0.193359375,-0.29296875,-0.120117188,-0.4140625,-0.224609375,0.009399414,0.064941406,-0.203125,0.212890625,0.015625,-0.0703125,-0.34375,-0.00958252,0.294921875,0.275390625,0.116210938,0.13671875,-0.018432617,-0.072753906,-0.196289063,0.194335938,0.291015625,-0.086914063,-0.172851563,0.180664063,0.009887695
community,"0,5",3,-0.171875,-0.047119141,0.016845703,0.045898438,0.013061523,-0.026733398,-0.071289063,0.057128906,0.17578125,-0.081054688,-0.028076172,0.035644531,-0.020874023,0.048339844,0.004669189,0.081054688,-0.126953125,0.208007813,0.029907227,-0.039306641,-0.045898438,0.017578125,0.065917969,-0.1640625,-0.063476563,-0.243164063,-0.229492188,0.154296875,0.075195313,-0.3515625,0.007873535,-0.251953125,-0.138671875,-0.070800781,0.140625,-0.091796875,0.072265625,-0.111328125,0.134765625,0.010986328,0.005371094,0.126953125,-0.202148438,0.069335938,-0.108886719,-0.117675781,-0.190429688,-0.263671875,-0.059326172,-0.008300781,0.208984375,0.099121094,-0.104980469,0.016967773,0.068359375,-0.064453125,-0.197265625,0.225585938,-0.049560547,0.003143311,-0.050048828,0.001319885,0.000911713,0.031494141,-0.15234375,0.012023926,-0.063964844,0.083496094,0.088378906,-0.082519531,-0.081542969,0.101074219,0.082519531,-0.0703125,0.087890625,-0.026367188,0.031738281,0.022827148,0.2578125,-0.01348877,-0.096191406,-0.076171875,0.069335938,0.044189453,-0.138671875,-0.099121094,-0.361328125,0.049560547,0.28515625,-0.008728027,0.196289063,-0.194335938,0.010742188,-0.359375,-0.043212891,0.178710938,-0.161132813,-0.00390625,-0.006622314,-0.140625,-0.053466797,0.186523438,0.056884766,-0.102539063,-0.169921875,0.08203125,0.072265625,0.022827148,0.15234375,-0.2578125,-0.306640625,-0.047607422,0.083007813,0.055419922,0.0703125,-0.215820313,0.024291992,0.049804688,0.0703125,0.003799438,0.067382813,-0.073242188,-0.26953125,0.1640625,-0.067382813,0.241210938,-0.015075684,0.035888672,-0.061035156,-0.068359375,-0.009765625,-0.196289063,-0.016357422,0.029541016,0.100097656,0.1015625,0.135742188,-0.105957031,0.106933594,-0.016235352,-0.2421875,-0.042480469,-0.038330078,-0.192382813,0.097167969,-0.020263672,0.170898438,0.078613281,-0.060058594,-0.1796875,0.3203125,0.118164063,-0.181640625,0.16796875,0.049560547,-0.070800781,0.12109375,-0.157226563,-0.072753906,-0.051269531,0.004760742,0.208984375,-0.03515625,0.04296875,0.063476563,0.019042969,0.145507813,-0.0859375,0.259765625,0.115234375,0.028930664,-0.035644531,0.050292969,-0.203125,0.3125,0.060546875,0.126953125,0.029418945,-0.031982422,0.163085938,-0.056396484,-0.090332031,0.1953125,-0.130859375,0.090820313,-0.095214844,-0.082519531,0.000389099,0.189453125,0.125,-0.083496094,-0.032470703,0.212890625,-0.017578125,-0.225585938,-0.25,0.007751465,0.1171875,-0.064941406,0.054931641,-0.302734375,-0.123046875,0.143554688,-0.3359375,-0.161132813,-0.19140625,0.014953613,-0.047607422,0.010314941,-0.080566406,0.071289063,-0.092285156,-0.014648438,0.15234375,-0.024658203,-0.020996094,-0.157226563,0.224609375,-0.216796875,0.057128906,-0.00958252,-0.003509521,-0.159179688,-0.028686523,-0.16015625,-0.139648438,0.228515625,-0.051269531,0.119140625,0.012573242,-0.168945313,-0.0703125,0.018066406,-0.247070313,-0.015563965,-0.125,0.135742188,0.005310059,0.162109375,0.097167969,0.017700195,-0.052734375,-0.052734375,-0.057617188,0.065917969,0.071777344,0.149414063,-0.040771484,-0.026123047,-0.083496094,-0.134765625,0.2734375,0.061767578,-0.026123047,0.26171875,-0.255859375,0.1796875,0.040283203,-0.225585938,0.0625,-0.19921875,-0.283203125,-0.072265625,0.083984375,-0.079101563,0.188476563,0.075683594,0.111328125,-0.35546875,-0.046875,-0.093261719,-0.143554688,0.026733398,-0.002120972,-0.049072266,-0.208984375,0.012145996,-0.204101563,-0.2265625,-0.12109375,-0.15625,-0.18359375,0.124023438,0.134765625,-0.131835938,0.189453125,-0.155273438,-0.111328125,0.189453125,0.12890625,-0.110839844,0.050292969,-0.267578125,0.127929688,0.1015625,0.145507813,-0.088378906,-0.153320313,0.155273438,-0.150390625
child,"0,1,6",4,0.165039063,-0.063964844,-0.001785278,0.184570313,-0.118164063,0.116210938,0.27734375,0.046142578,0.033447266,-0.178710938,0.248046875,-0.129882813,0.122558594,-0.056640625,-0.161132813,0.124511719,-0.14453125,0.158203125,-0.095703125,0.083984375,0.102050781,0.02331543,0.25390625,-0.013244629,0.0234375,-0.298828125,0.004455566,0.084960938,0.204101563,-0.188476563,-0.091308594,-0.155273438,-0.41796875,-0.123535156,-0.328125,0.045898438,0.349609375,-0.104980469,-0.159179688,0.137695313,-0.196289063,0.073730469,0.153320313,-0.0546875,0.157226563,0.01953125,0.213867188,0.145507813,0.025024414,0.014160156,0.102539063,0.032714844,-0.046630859,0.080078125,0.21484375,-0.19921875,-0.302734375,0.003250122,0.008483887,0.077148438,0.082519531,0.163085938,0.011535645,-0.113769531,0.111816406,-0.050048828,-0.126953125,0.021606445,0.042480469,-0.063964844,0.1796875,-0.000134468,-0.213867188,0.145507813,-0.171875,0.275390625,0.151367188,0.004272461,0.196289063,0.161132813,0.145507813,-0.105957031,-0.1484375,-0.024169922,-0.198242188,0.007476807,0.37109375,0.114746094,-0.099609375,0.022460938,0.088378906,-0.15625,-0.123046875,-0.168945313,-0.072265625,-0.124511719,0.302734375,-0.0859375,0.045654297,0.044433594,-0.052246094,-0.2109375,-0.086425781,-0.181640625,-0.123535156,-0.166015625,0.091308594,-0.048828125,0.0234375,-0.073242188,-0.017944336,0.118164063,-0.015625,0.005157471,-0.086914063,-0.076171875,-0.061279297,-0.069335938,-0.158203125,0.044677734,-0.096191406,-0.003311157,-0.133789063,0.186523438,-0.103515625,0.177734375,0.102050781,0.052734375,-0.087402344,0.071777344,0.044677734,-0.235351563,-0.1484375,-0.03125,-0.084472656,-0.159179688,0.064453125,-0.062988281,0.078613281,0.054443359,0.16796875,-0.101074219,-0.171875,0.173828125,-0.001541138,0.26953125,-0.022583008,0.3984375,-0.165039063,0.060302734,0.6796875,-0.119628906,-0.180664063,-0.003936768,0.069335938,-0.043945313,-0.061035156,-0.31640625,0.102050781,-0.1171875,-0.050537109,0.040527344,0.109863281,0.15234375,-0.25390625,-0.055908203,-0.03515625,-0.022583008,0.087402344,-0.059570313,0.024169922,-0.154296875,0.065917969,-0.229492188,-0.083984375,0.052246094,0.25390625,0.26953125,-0.194335938,0.1328125,-0.158203125,-0.146484375,-0.007720947,-0.049072266,-0.20703125,0.259765625,-0.1328125,0.030151367,-0.068847656,0.15625,-0.102539063,-0.1328125,-0.228515625,-0.0546875,0.208984375,0.21875,-0.064941406,-0.233398438,-0.079589844,-0.097167969,-0.090820313,-0.050048828,-0.120117188,-0.388671875,0.01953125,-0.030273438,-0.174804688,-0.140625,0.192382813,-0.21484375,0.048339844,0.052734375,0.007263184,-0.247070313,-0.1875,0.186523438,0.149414063,0.146484375,-0.174804688,0.002578735,0.116699219,-0.237304688,0.37109375,-0.198242188,0.021728516,-0.130859375,0.130859375,-0.240234375,0.1640625,-0.115722656,0.028808594,-0.024536133,-0.135742188,0.106445313,-0.296875,-0.054931641,-0.089355469,-0.209960938,0.089355469,-0.061523438,-0.007629395,-0.330078125,0.129882813,-0.159179688,-0.026489258,0.306640625,-0.225585938,0.036132813,0.0234375,-0.176757813,-0.00680542,-0.158203125,-0.028930664,-0.106445313,0.081542969,0.054931641,0.00793457,0.147460938,-0.062255859,-0.208007813,-0.14453125,-0.026977539,-0.178710938,-0.079101563,-0.026489258,0.194335938,-0.075683594,0.114257813,-0.466796875,0.079101563,-0.061279297,0.092285156,0.030273438,0.126953125,0.131835938,-0.097167969,0.098144531,-0.16796875,-0.025024414,-0.122558594,0.094238281,-0.178710938,0.034912109,0.189453125,-0.104003906,0.088378906,-0.088867188,-0.084960938,0.008850098,0.44921875,-0.296875,0.058349609,-0.044921875,-0.170898438,-0.004394531,0.094238281,-0.045166016,-0.006622314,-0.154296875,0.075683594
smile,0,5,0.26171875,-0.062255859,0.353515625,0.074707031,-0.194335938,-0.203125,0.178710938,-0.100097656,0.116210938,0.26953125,-0.00579834,0.084472656,-0.038085938,0.24609375,-0.373046875,0.30078125,-0.008056641,0.390625,0.104492188,-0.185546875,-0.019165039,0.228515625,0.478515625,-0.068359375,-0.062011719,-0.22265625,-0.092285156,-0.050292969,0.184570313,-0.051025391,-0.3046875,0.100585938,0.168945313,-0.170898438,0.12109375,-0.255859375,0.208984375,0.074707031,0.038818359,-0.13671875,0.025756836,-0.296875,0.086914063,-0.029541016,0.5625,0.12109375,-0.26953125,0.188476563,-0.109375,0.171875,-0.221679688,0.157226563,0.204101563,0.139648438,0.014892578,-0.075195313,0.099121094,-0.124511719,-0.150390625,0.025024414,-0.294921875,-0.30859375,-0.23828125,0.271484375,0.109375,0.326171875,-0.247070313,-0.107421875,-0.227539063,0.208007813,0.084472656,0.088867188,-0.035400391,0.213867188,-0.137695313,0.071289063,-0.051757813,0.040039063,0.36328125,0.212890625,-0.003967285,0.063964844,-0.101074219,-0.059570313,-0.225585938,0.012634277,-0.215820313,0.188476563,0.154296875,-0.083984375,-0.20703125,0.003570557,-0.171875,0.259765625,-0.42578125,-0.158203125,0.14453125,0.28515625,-0.125,-0.231445313,-0.41796875,-0.057128906,-0.031005859,0.044189453,0.045166016,0.0703125,0.26171875,-0.051513672,0.1796875,-0.047607422,-0.118652344,-0.326171875,-0.102539063,-0.031005859,0.3046875,-0.036376953,-0.00491333,-0.2109375,-0.024047852,-0.037597656,-0.12890625,0.180664063,-0.1484375,-0.014831543,-0.078125,0.012023926,0.3125,0.041259766,0.071289063,0.1328125,-0.333984375,0.208007813,-0.118652344,-0.104492188,-0.228515625,0.31640625,0.166015625,0.421875,-0.121582031,0.105957031,0.178710938,-0.120117188,-0.2265625,-0.076171875,0.018310547,0.103515625,-0.125,-0.318359375,0.050537109,-0.095214844,-0.15234375,0.043457031,-0.129882813,0.33984375,-0.124511719,0.027954102,0.029052734,-0.016967773,0.043212891,0.3125,-0.019165039,0.31640625,0.310546875,0.125,0.031005859,-0.240234375,-0.126953125,0.003341675,-0.228515625,0.259765625,0.404296875,0.001564026,-0.07421875,-0.052978516,-0.27734375,0.161132813,-0.098144531,-0.109375,-0.004333496,-0.181640625,-0.439453125,-0.110839844,0.35546875,-0.001670837,-0.275390625,-0.068847656,-0.11328125,-0.075195313,-0.072265625,0.0625,-0.076660156,-0.059326172,0.34765625,-0.020385742,0.040527344,0.171875,-0.18359375,0.35546875,-0.283203125,-0.065917969,-0.111328125,-0.162109375,-0.050048828,-0.123046875,0.37890625,-0.018432617,-0.151367188,0.045898438,0.043457031,0.240234375,-0.233398438,0.019042969,-0.194335938,-0.202148438,-0.081054688,0.227539063,-0.3359375,0.263671875,-0.41015625,-0.021118164,-0.059570313,0.259765625,-0.1796875,0.040771484,-0.225585938,-0.030639648,0.158203125,-0.233398438,0.018676758,-0.201171875,0.0703125,0.26953125,-0.233398438,-0.032470703,0.081542969,0.054443359,0.03112793,-0.033203125,0.174804688,0.177734375,0.062988281,0.003448486,-0.51953125,-0.016235352,0.078125,0.36328125,-0.122070313,-0.078613281,0.2734375,-0.220703125,-0.14453125,-0.135742188,0.182617188,0.243164063,-0.390625,0.017944336,-0.06640625,0.20703125,-0.234375,0.056396484,-0.29296875,-0.043457031,-0.43359375,0.033203125,0.168945313,0.123046875,0.247070313,0.015075684,-0.130859375,-0.310546875,-0.118164063,0.1875,-0.00289917,-0.142578125,0.53515625,0.078125,-0.125976563,0.008300781,0.0027771,-0.267578125,0.039794922,-0.018310547,0.146484375,0.079101563,-0.050537109,-0.18359375,-0.078613281,-0.012084961,-0.079589844,0.42578125,-0.042480469,0.095703125,-0.265625,-0.228515625,-0.038085938,0.1875,0.173828125,-0.22265625,-0.054443359,-0.239257813
