ID,0
0,13.0
1,10.0
2,36.0
3,20.0
4,14.0
5,42.0
6,45.0
7,15.0
8,18.0
9,30.0
10,35.0
11,22.0
12,45.0
13,36.0
14,5.0
15,36.0
16,3.0
17,15.0
18,23.0
19,12.0
20,15.0
21,10.0
22,46.0
23,27.0
24,36.0
25,41.0
26,23.0
27,9.0
28,3.0
29,33.0
30,9.0
31,33.0
32,47.0
33,7.0
34,22.0
35,17.0
36,15.0
37,51.0
38,15.0
39,16.0
40,37.0
41,35.0
42,15.0
43,22.0
44,6.0
45,25.0
46,21.0
47,27.0
48,18.0
49,14.0
50,20.0
51,42.0
52,38.0
53,17.0
54,44.0
55,43.0
56,51.0
57,44.0
58,21.0
59,49.0
60,45.0
61,29.0
62,13.0
63,8.0
64,37.0
65,4.0
66,13.0
67,24.0
68,35.0
69,15.0
70,2.0
71,10.0
72,31.0
73,13.0
74,1.0
75,24.0
76,34.0
77,29.0
78,10.0
79,3.0
80,34.0
81,30.0
82,46.0
83,38.0
84,35.0
85,38.0
86,13.0
87,21.0
88,16.0
89,33.0
90,17.0
91,41.0
92,6.0
93,47.0
94,39.0
95,30.0
96,22.0
97,15.0
98,7.0
99,35.0
100,7.0
101,17.0
102,23.0
103,44.0
104,17.0
105,11.0
106,39.0
107,11.0
108,16.0
109,8.0
110,23.0
111,34.0
112,16.0
113,38.0
114,20.0
115,12.0
116,19.0
117,18.0
118,27.0
119,29.0
120,36.0
121,44.0
122,30.0
123,17.0
124,29.0
125,29.0
126,25.0
127,15.0
128,6.0
129,37.0
130,38.0
131,23.0
132,21.0
133,30.0
134,27.0
135,14.0
136,15.0
137,19.0
138,35.0
139,31.0
140,4.0
141,28.0
142,41.0
143,28.0
144,16.0
145,23.0
146,30.0
147,24.0
148,25.0
149,40.0
150,20.0
151,25.0
152,6.0
153,5.0
154,40.0
155,37.0
156,15.0
157,41.0
158,22.0
159,34.0
160,12.0
161,22.0
162,27.0
163,32.0
164,21.0
165,30.0
166,33.0
167,27.0
168,19.0
169,30.0
170,21.0
171,31.0
172,37.0
173,29.0
174,16.0
175,14.0
176,31.0
177,37.0
178,18.0
179,30.0
180,29.0
181,28.0
182,30.0
183,31.0
184,24.0
185,31.0
