ID,0
0,89.0
1,94.0
2,86.0
3,86.0
4,43.0
5,92.0
6,94.0
7,96.0
8,93.0
9,95.0
10,93.0
11,95.0
12,93.0
13,93.0
14,35.0
15,81.0
16,85.0
17,68.0
18,92.0
19,56.0
20,95.0
21,98.0
22,97.0
23,73.0
24,96.0
25,90.0
26,93.0
27,92.0
28,77.0
29,92.0
30,71.0
31,65.0
32,95.0
33,88.0
34,94.0
35,67.0
36,93.0
37,81.0
38,89.0
39,95.0
40,93.0
41,93.0
42,94.0
43,88.0
44,47.0
45,88.0
46,88.0
47,92.0
48,92.0
49,49.0
50,72.0
51,76.0
52,92.0
53,95.0
54,93.0
55,91.0
56,94.0
57,90.0
58,87.0
59,94.0
60,96.0
61,80.0
62,95.0
63,78.0
64,92.0
65,60.0
66,93.0
67,96.0
68,86.0
69,68.0
70,76.0
71,47.0
72,83.0
73,50.0
74,93.0
75,94.0
76,79.0
77,94.0
78,85.0
79,68.0
80,73.0
81,86.0
82,90.0
83,92.0
84,85.0
85,93.0
86,66.0
87,79.0
88,59.0
89,76.0
90,27.0
91,95.0
92,83.0
93,94.0
94,84.0
95,93.0
96,93.0
97,97.0
98,87.0
99,95.0
100,46.0
101,90.0
102,87.0
103,95.0
104,84.0
105,77.0
106,90.0
107,96.0
108,62.0
109,70.0
110,90.0
111,69.0
112,77.0
113,60.0
114,55.0
115,68.0
116,89.0
117,88.0
118,74.0
119,92.0
120,89.0
121,88.0
122,63.0
123,80.0
124,46.0
125,85.0
126,81.0
127,87.0
128,95.0
129,86.0
130,77.0
131,72.0
132,87.0
133,78.0
134,83.0
135,67.0
136,67.0
137,95.0
138,80.0
139,94.0
140,74.0
141,77.0
142,73.0
143,65.0
144,73.0
145,79.0
146,91.0
147,91.0
148,89.0
149,91.0
150,77.0
151,75.0
152,70.0
153,37.0
154,75.0
155,81.0
156,91.0
157,76.0
158,86.0
159,89.0
160,29.0
161,89.0
162,89.0
163,88.0
164,84.0
165,95.0
166,92.0
167,90.0
168,58.0
169,77.0
170,78.0
171,79.0
172,53.0
173,73.0
174,72.0
175,84.0
176,82.0
177,93.0
178,72.0
179,91.0
180,92.0
181,90.0
182,75.0
183,90.0
184,81.0
185,91.0
186,86.0
187,87.0
188,80.0
189,77.0
190,84.0
191,91.0
192,90.0
193,76.0
194,86.0
195,76.0
196,70.0
197,92.0
198,95.0
199,82.0
200,91.0
201,96.0
202,94.0
203,95.0
204,92.0
205,96.0
206,94.0
207,89.0
208,95.0
209,79.0
210,95.0
211,96.0
212,92.0
213,88.0
214,89.0
215,96.0
216,96.0
217,93.0
218,81.0
219,96.0
220,90.0
221,94.0
222,93.0
223,90.0
224,94.0
225,71.0
226,91.0
227,95.0
228,89.0
229,93.0
230,92.0
231,95.0
232,91.0
233,93.0
234,93.0
235,95.0
236,81.0
237,97.0
238,96.0
239,96.0
240,97.0
241,94.0
242,94.0
243,95.0
244,96.0
245,89.0
246,74.0
247,93.0
248,94.0
249,49.0
250,93.0
251,95.0
252,95.0
253,17.0
254,94.0
255,94.0
256,93.0
257,95.0
258,92.0
259,93.0
260,93.0
261,91.0
262,92.0
263,91.0
264,88.0
265,96.0
266,97.0
267,94.0
268,83.0
269,97.0
270,96.0
271,67.0
272,97.0
273,91.0
274,87.0
275,96.0
276,95.0
277,94.0
278,96.0
279,95.0
280,92.0
281,97.0
282,32.0
283,89.0
284,93.0
285,92.0
286,90.0
287,93.0
288,95.0
289,93.0
290,83.0
291,86.0
292,96.0
293,91.0
294,92.0
295,46.0
296,23.0
297,81.0
298,97.0
299,92.0
300,100.0
301,100.0
302,100.0
303,100.0
304,100.0
305,100.0
306,100.0
307,100.0
308,100.0
309,100.0
310,100.0
311,100.0
312,100.0
313,100.0
314,100.0
315,100.0
316,100.0
317,100.0
318,100.0
319,100.0
320,100.0
321,100.0
322,100.0
323,100.0
324,100.0
325,100.0
326,100.0
327,100.0
328,100.0
329,100.0
330,100.0
331,100.0
332,100.0
333,100.0
334,100.0
335,100.0
336,100.0
337,100.0
338,100.0
339,100.0
340,100.0
341,100.0
342,100.0
343,100.0
344,100.0
345,100.0
346,100.0
347,100.0
348,100.0
349,100.0
350,100.0
351,100.0
352,100.0
353,100.0
354,100.0
355,100.0
356,100.0
357,100.0
358,100.0
359,100.0
360,100.0
361,100.0
362,100.0
363,100.0
364,100.0
365,100.0
366,100.0
367,100.0
368,100.0
369,100.0
370,100.0
371,100.0
372,100.0
373,100.0
374,100.0
375,100.0
376,100.0
377,100.0
378,100.0
379,100.0
380,100.0
381,100.0
382,100.0
383,100.0
384,100.0
385,100.0
386,100.0
387,100.0
388,100.0
389,100.0
390,100.0
391,100.0
392,100.0
393,100.0
394,100.0
395,100.0
396,100.0
397,100.0
398,100.0
399,100.0
400,100.0
401,100.0
402,100.0
403,100.0
404,100.0
405,100.0
406,100.0
407,100.0
408,100.0
409,100.0
410,100.0
411,100.0
412,100.0
413,100.0
414,100.0
415,100.0
416,100.0
417,100.0
418,100.0
419,100.0
420,100.0
421,100.0
422,100.0
423,100.0
424,100.0
425,100.0
426,100.0
427,100.0
428,100.0
429,100.0
430,100.0
431,100.0
432,100.0
433,100.0
434,100.0
435,100.0
436,100.0
437,100.0
438,100.0
439,100.0
440,100.0
441,100.0
442,100.0
443,100.0
444,100.0
445,100.0
446,100.0
447,100.0
448,100.0
449,100.0
450,100.0
451,100.0
452,100.0
453,100.0
454,100.0
455,100.0
456,100.0
457,100.0
458,100.0
459,100.0
460,100.0
461,100.0
462,100.0
463,100.0
464,100.0
465,100.0
466,100.0
467,100.0
468,100.0
469,100.0
470,100.0
471,100.0
472,100.0
473,100.0
474,100.0
475,100.0
476,100.0
477,100.0
478,100.0
479,100.0
480,100.0
481,100.0
482,100.0
483,100.0
484,100.0
485,100.0
486,100.0
487,100.0
488,100.0
489,100.0
490,100.0
491,100.0
492,100.0
493,100.0
494,100.0
495,100.0
496,100.0
497,100.0
498,100.0
499,100.0
500,99.0
501,100.0
502,95.0
503,99.0
504,100.0
505,98.0
506,100.0
507,95.0
508,99.0
509,98.0
510,100.0
511,98.0
512,98.0
513,100.0
514,100.0
515,100.0
516,99.0
517,99.0
518,99.0
519,98.0
520,100.0
